SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-05917424,08/21/2016,Front,,Boarded,,Vacant,false,false,822,N,FAIRFIELD,AVE,60622,1157909.60989071,1905359.89466559,26,12,24,41.896060500784714,-87.69547746167517,"(41.896060500784714, -87.69547746167517)"
Vacant/Abandoned Building,16-05933398,08/22/2016,Front,,Open,,Vacant,false,false,6726,S,ASHLAND,AVE,60636,1166830.60237473,1860113.84943034,16,7,67,41.77171415593951,-87.66400740032338,"(41.77171415593951, -87.66400740032338)"
Vacant/Abandoned Building,16-05934926,08/22/2016,Front,,Open,FRONT AND REAR DOORS,Vacant,false,false,5344,S,HOYNE,AVE,60609,1163269.9904318,1869108.95309397,16,9,61,41.796473201500234,-87.67680772024967,"(41.796473201500234, -87.67680772024967)"
Vacant/Abandoned Building,16-05944684,08/22/2016,Rear,,Open,BASEMENT DOOR,Vacant,false,true,7250,S,MORGAN,ST,60621,1170889.02437301,1857082.89110488,6,7,68,41.76330919614011,-87.64921893018341,"(41.76330919614011, -87.64921893018341)"
Vacant/Abandoned Building,16-05948501,08/22/2016,Front,,Open,"ALL ENTRIES OPEN WINDOWS, DOORS FRONT AND REAR",Vacant,false,false,7634,S,BISHOP,ST,60620,1167883.03982287,1854117.05263275,17,6,71,41.7552356133273,-87.66032149514353,"(41.7552356133273, -87.66032149514353)"
Vacant/Abandoned Building,16-05949048,08/22/2016,Front,,Boarded,"COMING IN UNKNOWN WHERE IT IS OPEN,",Vacant,false,true,6506,S,MARSHFIELD,AVE,60636,1166443.28851012,1861565.68727744,15,7,67,41.77570645042943,-87.66538583468399,"(41.77570645042943, -87.66538583468399)"
Vacant/Abandoned Building,16-05950778,08/22/2016,Front,,Open,FRONT AND BACK.,Occupied,false,true,6328,S,MARSHFIELD,AVE,60636,1166415.79748868,1862738.80997243,15,7,67,41.77892623549791,-87.66545321398955,"(41.77892623549791, -87.66545321398955)"
Vacant/Abandoned Building,16-05942211,08/22/2016,Rear,,Open,REAR,Vacant,false,false,3748,W,82ND,ST,60652,1152827.46101921,1849949.76262338,18,8,70,41.7441098160793,-87.71560634037179,"(41.7441098160793, -87.71560634037179)"
Vacant/Abandoned Building,16-05933498,08/22/2016,,,,,,,,3716,W,DOUGLAS,BLVD,60623,1151779.95418733,1893036.02518656,24,10,29,41.86236531951734,-87.71831491256702,"(41.86236531951734, -87.71831491256702)"
Vacant/Abandoned Building,16-05940563,08/22/2016,,,,,,,,2725,N,DRAKE,AVE,60647,1152248.96158029,1917890.3475311,35,14,22,41.93055879591828,-87.71593668551483,"(41.93055879591828, -87.71593668551483)"
Vacant/Abandoned Building,16-05940495,08/22/2016,Front,,Open,FRONT/REAR DOORS,Vacant,false,true,8404,S,MORGAN,ST,60620,1171112.16209717,1849097.16917635,21,6,71,41.74139045906136,-87.64863401831704,"(41.74139045906136, -87.64863401831704)"
Vacant/Abandoned Building,16-05946735,08/22/2016,Front,,Open,FRONT AND REAR,Vacant,false,true,943,N,SPRINGFIELD,AVE,60651,1150213.56997437,1906045.68001015,37,11,23,41.898095893765685,-87.72372572196623,"(41.898095893765685, -87.72372572196623)"
Vacant/Abandoned Building,16-05942331,08/22/2016,Front,,Open,FRONT AND REAR DOORS AND WINDOWS..,Vacant,false,true,10406,S,WABASH,AVE,60628,1178413.07521215,1835984.35540643,9,5,49,41.70524468509906,-87.62228083913261,"(41.70524468509906, -87.62228083913261)"
Vacant/Abandoned Building,16-05987159,08/23/2016,Front,,Boarded,NO ENTRY,Vacant,false,false,1508,W,72ND,ST,60636,1167326.44326823,1856982.91628111,17,7,67,41.763111860936796,-87.66227934935928,"(41.763111860936796, -87.66227934935928)"
Vacant/Abandoned Building,16-05976089,08/23/2016,Front,,Open,,Vacant,false,true,1251,W,72ND,ST,60636,1169111.27199278,1857033.50701603,6,7,67,41.7632122933178,-87.65573616183113,"(41.7632122933178, -87.65573616183113)"
Vacant/Abandoned Building,16-05965532,08/23/2016,Front,,Boarded,,Vacant,false,false,7036,S,EMERALD,AVE,60621,1172522.66479285,1858213.12782641,6,7,68,41.76637489404988,-87.64319809688217,"(41.76637489404988, -87.64319809688217)"
Vacant/Abandoned Building,16-05981261,08/23/2016,Front,,Open,FRONT,Vacant,false,false,3517,S,WASHTENAW,AVE,60632,1158937.65167585,1881162.21873069,12,9,58,41.82963857816121,-87.69236519142515,"(41.82963857816121, -87.69236519142515)"
Vacant/Abandoned Building,16-05966355,08/23/2016,Front,,Boarded,,Vacant,false,false,7308,S,WOOD,ST,60636,1165615.8422097,1856225.83258157,17,7,67,41.76107076816287,-87.66857047395045,"(41.76107076816287, -87.66857047395045)"
Vacant/Abandoned Building,16-05987160,08/23/2016,Front,,Boarded,NO ENTRY,Vacant,false,false,7201,S,ASHLAND,AVE,60636,1166930.0660245,1856961.00701876,17,7,67,41.763060215291524,-87.66373277197232,"(41.763060215291524, -87.66373277197232)"
Vacant/Abandoned Building,16-05980310,08/23/2016,Front,,Open,FRONT & REAR,Vacant,false,true,2909,W,LEXINGTON,ST,60612,1157089.52557276,1896564.6733333,28,11,27,41.87194226693683,-87.69872834990433,"(41.87194226693683, -87.69872834990433)"
Vacant/Abandoned Building,16-05979770,08/23/2016,Front,,Boarded,N/A,Vacant,false,false,7538,S,MARSHFIELD,AVE,60620,1166652.62002059,1854667.71161043,17,6,71,41.756773022331636,-87.66481498371596,"(41.756773022331636, -87.66481498371596)"
Vacant/Abandoned Building,16-05960416,08/23/2016,Front,,Open,ON SIDE OF BUILDING,Vacant,false,false,2250,W,GARFIELD,BLVD,60609,1162264.56499461,1868144.51977401,16,9,63,41.79384768521198,-87.68052157413801,"(41.79384768521198, -87.68052157413801)"
Vacant/Abandoned Building,16-05971378,08/23/2016,Front,,Open,,Vacant,false,false,5508,S,HONORE,ST,60636,1164960.75990611,1868028.27323263,15,7,67,41.79347208141684,-87.67063805629789,"(41.79347208141684, -87.67063805629789)"
Vacant/Abandoned Building,16-05975106,08/23/2016,,,,,,,,106,W,113TH,PL,60628,1177499.92227733,1829696.48798406,34,5,49,41.688010512803,-87.62581382941072,"(41.688010512803, -87.62581382941072)"
Vacant/Abandoned Building,16-05969743,08/23/2016,Front,,Open,,Vacant,false,true,8725,S,CARPENTER,ST,60620,1170840.44009353,1846957.72608005,21,22,71,41.73552546042724,-87.64969186170303,"(41.73552546042724, -87.64969186170303)"
Vacant/Abandoned Building,16-05980172,08/23/2016,Front,,Open,FRONT,Vacant,false,false,9648,S,WENTWORTH,AVE,60628,1176646.80056696,1840967.07710338,21,5,49,41.71895780144202,-87.62859937421536,"(41.71895780144202, -87.62859937421536)"
Vacant/Abandoned Building,16-05975837,08/23/2016,Front,,Open,,Vacant,false,true,8200,S,MARQUETTE,AVE,60617,1195595.35221047,1851121.75699521,7,4,46,41.7463765192418,-87.55886352372471,"(41.7463765192418, -87.55886352372471)"
Vacant/Abandoned Building,16-05967329,08/23/2016,Front,,Boarded,,Vacant,false,false,854,E,88TH,ST,60619,1183693.77716951,1846818.87990601,8,6,44,41.73485463253028,-87.60260690886159,"(41.73485463253028, -87.60260690886159)"
Vacant/Abandoned Building,16-05961579,08/23/2016,Rear,,Boarded,,Vacant,false,true,10757,S,COTTAGE GROVE,AVE,60628,1182213.08402331,1833743.69008343,9,5,50,41.699009062343826,-87.60843479797855,"(41.699009062343826, -87.60843479797855)"
Vacant/Abandoned Building,16-05971918,08/23/2016,Front,,Boarded,,Vacant,false,false,10611,S,MAY,ST,60643,1170647.97612746,1834437.15258002,34,22,73,41.701171345190424,-87.65076064564278,"(41.701171345190424, -87.65076064564278)"
Vacant/Abandoned Building,16-05993173,08/24/2016,Front,,Open,,Vacant,false,false,6428,S,MARSHFIELD,AVE,60636,1166429.14568708,1862081.28148752,15,7,67,41.77712160872433,-87.6654230009627,"(41.77712160872433, -87.6654230009627)"
Vacant/Abandoned Building,16-05995263,08/24/2016,Front,,Open,NEEDS TO BE DEMOLISHED,Vacant,false,false,615,E,71ST,ST,60619,1181623.07298168,1858079.66701147,6,3,69,41.76580345239268,-87.60984611658873,"(41.76580345239268, -87.60984611658873)"
Vacant/Abandoned Building,16-05996284,08/24/2016,Front,,Open,,Vacant,false,true,7802,S,STONY ISLAND,AVE,60649,1188148.47439507,1853574.28459062,5,4,43,41.753287173864784,-87.58607209814797,"(41.753287173864784, -87.58607209814797)"
Vacant/Abandoned Building,16-05998694,08/24/2016,Rear,,Boarded,,Vacant,false,false,1107,W,71ST,ST,60621,1170135.51091745,1857724.79529823,6,7,68,41.765087074471715,-87.65196206438715,"(41.765087074471715, -87.65196206438715)"
Vacant/Abandoned Building,16-05998903,08/24/2016,Rear,,Boarded,,Vacant,false,false,1115,W,71ST,ST,60621,1170050.41091745,1857722.29529823,6,7,68,41.76508206359913,-87.65227405337498,"(41.76508206359913, -87.65227405337498)"
Vacant/Abandoned Building,16-05994375,08/24/2016,Front,,Open,,Vacant,false,true,7137,S,ST LAWRENCE,AVE,60619,1181470.67298168,1857826.36701147,6,3,69,41.7651118876347,-87.61041251148635,"(41.7651118876347, -87.61041251148635)"
Vacant/Abandoned Building,16-05994197,08/24/2016,Front,,Boarded,FRONT WINDOW,Vacant,false,false,7329,S,PRINCETON,AVE,60621,1175561.79011574,1856361.1011319,6,7,69,41.76122526410336,-87.63211396801158,"(41.76122526410336, -87.63211396801158)"
Vacant/Abandoned Building,16-05998895,08/24/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,3143,S,INDIANA,AVE,60616,1178116.94422878,1884199.67952591,3,2,35,41.83755936879628,-87.62190474507919,"(41.83755936879628, -87.62190474507919)"
Vacant/Abandoned Building,16-05990433,08/24/2016,Front,,Open,NONE,Vacant,false,false,2012,W,71ST,ST,60636,1164123.28723398,1857574.6560047,17,7,67,41.76480364942495,-87.67400291506456,"(41.76480364942495, -87.67400291506456)"
Vacant/Abandoned Building,16-05990513,08/24/2016,Front,,Boarded,NONE,Vacant,false,false,2014,W,71ST,ST,60636,1164101.98723398,1857574.2560047,17,7,67,41.76480299977397,-87.67408099704804,"(41.76480299977397, -87.67408099704804)"
Vacant/Abandoned Building,16-06000938,08/24/2016,Front,,Boarded,,Vacant,false,false,5731,S,FAIRFIELD,AVE,60629,1159020.10976872,1866535.4641042,16,8,63,41.789499209579695,-87.69246284066863,"(41.789499209579695, -87.69246284066863)"
Vacant/Abandoned Building,16-05991756,08/24/2016,Front,,Boarded,,Vacant,false,false,5822,S,WESTERN,AVE,60636,1161367.16499126,1865989.04052544,16,8,63,41.78795141879002,-87.68387200808728,"(41.78795141879002, -87.68387200808728)"
Vacant/Abandoned Building,16-06001171,08/24/2016,Front,,Open,,Vacant,true,false,3454,W,65TH,ST,60629,1154487.67550529,1861300.18559359,23,8,66,41.775224332642125,-87.70922134625694,"(41.775224332642125, -87.70922134625694)"
Vacant/Abandoned Building,16-06006685,08/24/2016,Front,,Boarded,,Vacant,false,false,6020,S,LOOMIS,BLVD,60636,1168026.83870917,1864830.12728925,16,7,67,41.78463057929922,-87.65948691309897,"(41.78463057929922, -87.65948691309897)"
Vacant/Abandoned Building,16-05990536,08/24/2016,Front,,Open,FRONT AND REAR DOORS..,Vacant,false,true,5930,S,LAFLIN,ST,60636,1167349.94370349,1865407.74686838,16,7,67,41.78623016841191,-87.66195215290603,"(41.78623016841191, -87.66195215290603)"
Vacant/Abandoned Building,16-05996417,08/24/2016,Front,,Open,FRONT AND BACK OPEN,Vacant,false,true,4100,W,FIFTH,AVE,60624,1149159.52261111,1896644.70733145,24,11,26,41.87231907966136,-87.72784080795377,"(41.87231907966136, -87.72784080795377)"
Vacant/Abandoned Building,16-05996488,08/24/2016,Front,,Open,,Vacant,true,true,632,S,KEDVALE,AVE,60624,1148818.09012189,1896928.33696628,24,11,26,41.873103994684925,-87.72908703579469,"(41.873103994684925, -87.72908703579469)"
Vacant/Abandoned Building,16-06002984,08/24/2016,Garage,,Open,,Vacant,false,false,11453,S,DRAKE,AVE,60655,1154747.27001212,1828624.20000091,19,22,74,41.68555056268197,-87.70913836808948,"(41.68555056268197, -87.70913836808948)"
Vacant/Abandoned Building,16-05992278,08/24/2016,Front,,Open,DOORS/WINDOWS,Vacant,false,true,10722,S,LAFAYETTE,AVE,60628,1177826.42991507,1833868.96400097,34,5,49,41.699453025938254,-87.62449281603315,"(41.699453025938254, -87.62449281603315)"
Vacant/Abandoned Building,16-05993696,08/24/2016,Front,,Open,REAR,Vacant,false,false,13537,S,AVENUE L,,60633,1202096.18657361,1815899.21426624,10,4,55,41.649559779762185,-87.53623800190194,"(41.649559779762185, -87.53623800190194)"
Vacant/Abandoned Building,16-05998065,08/24/2016,Rear,,Open,,Vacant,false,true,10513,S,WABASH,AVE,60628,1178434.99507517,1835252.86557248,9,5,49,41.70323687911981,-87.62222268999322,"(41.70323687911981, -87.62222268999322)"
Vacant/Abandoned Building,16-05994391,08/24/2016,Front,,Open,ALL AROUND,Vacant,false,false,147,W,108TH,ST,60628,1177112.26000494,1833334.66828823,34,5,49,41.69800294148827,-87.62712382172121,"(41.69800294148827, -87.62712382172121)"
Vacant/Abandoned Building,16-06013502,08/25/2016,Front,,Open,,Vacant,false,false,6654,S,HOYNE,AVE,60636,1163509.33478747,1860509.65990923,16,7,67,41.77287059813237,-87.6761710368325,"(41.77287059813237, -87.6761710368325)"
Vacant/Abandoned Building,16-06023897,08/25/2016,Front,,Boarded,,Vacant,false,false,849,N,SACRAMENTO,SD,60622,1156159.97988751,1905655.94413277,26,12,24,41.89690840178197,-87.70189551307723,"(41.89690840178197, -87.70189551307723)"
Vacant/Abandoned Building,16-06033971,08/25/2016,Front,,Open,FRONT WINDOW,Vacant,false,true,7419,S,NORMAL,AVE,60621,1174244.95986773,1855725.25999877,6,7,68,41.759509794584105,-87.63695909545964,"(41.759509794584105, -87.63695909545964)"
Vacant/Abandoned Building,16-06018997,08/25/2016,Rear,,Open,,Vacant,false,true,3735,S,WALLACE,ST,60609,1172910.96521625,1880134.96697857,11,9,60,41.82652217391511,-87.64112781593866,"(41.82652217391511, -87.64112781593866)"
Vacant/Abandoned Building,16-06012467,08/25/2016,Front,,Open,FRONT/BACK,Vacant,false,false,7825,S,LAFLIN,ST,60620,1167473.61292359,1852839.70558525,17,6,71,41.751739176461065,-87.6618584727823,"(41.751739176461065, -87.6618584727823)"
Vacant/Abandoned Building,16-06017475,08/25/2016,Front,,Open,FRONT,Vacant,false,false,7400,S,RACINE,AVE,60636,1169602.62066788,1855719.67243262,17,7,67,41.75959632588412,-87.65397330674543,"(41.75959632588412, -87.65397330674543)"
Vacant/Abandoned Building,16-06027876,08/25/2016,Front,,Boarded,,Vacant,false,false,2963,N,RIDGEWAY,AVE,60618,1151201.14932514,1919549.90051312,30,25,21,41.93513338675368,-87.7197435388011,"(41.93513338675368, -87.7197435388011)"
Vacant/Abandoned Building,16-06030341,08/25/2016,Front,,Boarded,"FRONT DOOR, AND WINDOW",Vacant,false,true,6426,S,SANGAMON,ST,60621,1171079.99486789,1862219.1846061,16,7,68,41.77739964211054,-87.64836905941313,"(41.77739964211054, -87.64836905941313)"
Vacant/Abandoned Building,16-06013095,08/25/2016,Front,,Open,,Vacant,false,true,2009,W,21ST,ST,60608,1163297.87726776,1890075.97233083,25,12,31,41.854008453327815,-87.67611729149391,"(41.854008453327815, -87.67611729149391)"
Vacant/Abandoned Building,16-06024803,08/25/2016,Front,,Boarded,UNKOWN,Vacant,false,true,5730,S,MORGAN,ST,60621,1170622.85611974,1866823.56938403,16,7,68,41.79004458977276,-87.6499107630331,"(41.79004458977276, -87.6499107630331)"
Vacant/Abandoned Building,16-06026114,08/25/2016,Front,,Boarded,,Vacant,false,false,3942,W,62ND,ST,60629,1151022.65150347,1863194.20996717,23,8,65,41.78049013847484,-87.72187447039252,"(41.78049013847484, -87.72187447039252)"
Vacant/Abandoned Building,16-06025295,08/25/2016,Front,,Boarded,,Vacant,false,false,5630,S,CARPENTER,ST,60621,1170274.56136819,1867478.01418304,16,7,68,41.79184805114316,-87.6511688193779,"(41.79184805114316, -87.6511688193779)"
Vacant/Abandoned Building,16-06017435,08/25/2016,Front,,Open,FRONT AND BACK DOOR,Vacant,false,true,734,W,51ST,ST,60609,1172133.48993204,1871048.04311155,20,9,61,41.801603913593546,-87.64424754063346,"(41.801603913593546, -87.64424754063346)"
Vacant/Abandoned Building,16-06017929,08/25/2016,Front,,Boarded,,Vacant,true,false,3012,W,CULLERTON,ST,60623,1156545.23999369,1890232.96998771,24,10,30,41.85457842447863,-87.70089790170348,"(41.85457842447863, -87.70089790170348)"
Vacant/Abandoned Building,16-06019730,08/25/2016,Front,,Open,,Vacant,true,true,2129,S,HOMAN,AVE,60623,1154023.82171039,1889688.84379362,24,10,30,41.85313586778915,-87.7101671064671,"(41.85313586778915, -87.7101671064671)"
Vacant/Abandoned Building,16-06027719,08/25/2016,Front,,Open,,Vacant,false,false,2702,S,ST LOUIS,AVE,60623,1153470.36701378,1885827.23399949,22,10,30,41.84255015202625,-87.71230098105876,"(41.84255015202625, -87.71230098105876)"
Vacant/Abandoned Building,16-06030976,08/25/2016,Front,,Open,ALL,Vacant,false,false,8328,S,BURNHAM,AVE,60617,1196275.3150007,1850290.13551121,7,4,46,41.74407766420534,-87.55639955067693,"(41.74407766420534, -87.55639955067693)"
Vacant/Abandoned Building,16-06017782,08/25/2016,,,,,,,,7847,S,BURNHAM,AVE,60649,1196083.31040557,1853469.62922427,7,4,43,41.75280719329393,-87.55699794717844,"(41.75280719329393, -87.55699794717844)"
Vacant/Abandoned Building,16-06019349,08/25/2016,Front,,Open,FRONT,Occupied,false,false,11800,S,HALSTED,ST,60628,1173111.95488225,1826613.79460742,34,5,53,41.67964888350541,-87.64196831959097,"(41.67964888350541, -87.64196831959097)"
Vacant/Abandoned Building,16-06023841,08/25/2016,,,,,,,,8135,S,PHILLIPS,AVE,60617,1193928.1994334,1851565.27628044,7,4,46,41.747634586562725,-87.56495772004673,"(41.747634586562725, -87.56495772004673)"
Vacant/Abandoned Building,16-06018037,08/25/2016,Front,,Boarded,,Vacant,false,false,9337,S,SAGINAW,AVE,60617,1195506.81060267,1843564.71477567,7,4,48,41.725641547172316,-87.55943694861429,"(41.725641547172316, -87.55943694861429)"
Vacant/Abandoned Building,16-06015050,08/25/2016,Front,,Open,OPEN AT THE REAR -- ROOF COLLAPSED -- PLS SECURE,Vacant,false,true,13248,S,BURLEY,AVE,60633,1199760.54272191,1817720.17813377,10,4,55,41.65461565644276,-87.54472235074785,"(41.65461565644276, -87.54472235074785)"
Vacant/Abandoned Building,16-06019516,08/25/2016,,,,,,,,6127,N,MONTICELLO,AVE,60659,1150936.52659424,1940436.11126731,50,17,13,41.99245177000892,-87.72016675243334,"(41.99245177000892, -87.72016675243334)"
Vacant/Abandoned Building,16-06019678,08/25/2016,Front,,Open,FRONT,Vacant,false,false,1736,N,KEDZIE,AVE,60647,1154772.72570982,1911518.74458653,26,14,23,41.913024355236075,-87.70683343701829,"(41.913024355236075, -87.70683343701829)"
Vacant/Abandoned Building,16-06048966,08/26/2016,,,,,,,,1122,W,18TH,PL,60608,1169282.230412,1891323.3500027,25,12,31,41.857303572977166,-87.65411627638613,"(41.857303572977166, -87.65411627638613)"
Vacant/Abandoned Building,16-06046976,08/26/2016,Rear,,Open,,Vacant,false,false,6411,S,CHAMPLAIN,AVE,60637,1181669.35618384,1862644.40731379,20,3,42,41.778328479848426,-87.60953566659882,"(41.778328479848426, -87.60953566659882)"
Vacant/Abandoned Building,16-06049991,08/26/2016,Front,,Open,ALL AROUND,Vacant,false,false,1937,S,ST LOUIS,AVE,60623,1153400.27908891,1890225.6389177,24,10,29,41.85462129120906,-87.71244148527963,"(41.85462129120906, -87.71244148527963)"
